geoid,name,households,working_age_hh,mhi,wahi,ratio,share_65plus_pct,share_under25_pct,reliable,flag,gap_anchored_mhi,gap_anchored_wahi,gap_anchored_ami
4934970,Herriman city,17559,15266,122650,127970,1.0554,10.2,2.9,1,0,30,118,101
1250575,Oakland Park city,17045,12725,72708,77287,1.0552,22.3,3.0,1,0,-1068,-1038,-136
22021,Caldwell Parish,3716,2433,47028,49602,1.0552,29.0,5.5,0,0,94,123,-82
13111,Fannin County,11890,6529,57073,61668,1.0552,42.7,2.4,1,0,369,492,469
0408220,Bullhead City city,20952,10444,50556,53464,1.0551,47.4,2.7,1,0,-437,-226,518
0672520,Soledad city,4749,3951,96862,99346,1.0551,11.6,5.2,0,0,-69,-41,115
1330536,Forest Park city,6690,4624,41211,44007,1.0551,25.7,5.2,0,0,27,-156,129
4285188,Wilkinsburg borough,7685,5215,46416,49515,1.0551,27.3,4.9,1,0,39,-57,262
3762520,Smithfield town,4951,3311,43270,46110,1.0551,31.6,1.5,0,0,-71,-16,55
0104660,Bay Minette city,3175,2387,44523,47012,1.0551,20.0,4.8,0,0,33,-3,54
2128918,Franklin city,3991,2830,59052,62179,1.0551,25.4,3.7,0,0,129,273,316
1347616,Lovejoy city,3836,3463,71612,75938,1.0549,9.7,0.0,1,0,85,153,24
51095,James City County,31990,18790,109985,115374,1.0548,39.6,1.6,1,0,222,227,221
0156400,Odenville city,1997,1486,70296,71812,1.0548,19.5,6.1,0,0,-7,-8,25
1355776,Norcross city,7390,6340,75266,79540,1.0548,12.4,1.8,1,0,-876,-760,-17
1732746,Hanover Park village,11233,8718,91763,96960,1.0547,19.4,3.0,1,0,-107,-103,-20
4983390,West Point city,3600,2930,120687,124252,1.0547,16.9,1.7,1,0,21,14,27
48447,Throckmorton County,737,401,59216,60643,1.0547,42.7,2.8,0,0,47,53,36
1254700,Panama City city,15169,10731,62265,67059,1.0546,26.4,2.8,1,0,-373,-514,286
0531190,Helena-West Helena city,3440,2329,36019,37603,1.0545,30.3,2.0,0,0,-74,-96,146
2806220,Biloxi city,19914,13826,57204,61120,1.0545,25.6,5.0,1,0,272,567,1215
2220610,DeRidder city,4095,2725,59801,63098,1.0544,29.4,4.1,1,0,67,80,64
4769420,Smyrna town,20226,15774,81926,85751,1.0543,18.9,3.2,1,0,-65,126,368
4857176,Pflugerville city,24427,20615,117799,122924,1.0542,14.0,1.6,1,0,-16,35,262
3436510,Kearny town,14751,11206,79154,83863,1.0539,21.8,2.2,1,0,-476,-440,348
0873935,Sterling city,5022,2988,43283,45378,1.0539,32.2,8.3,0,0,67,53,152
3501780,Alamogordo city,13200,8642,55952,59191,1.0539,28.5,6.0,1,0,270,302,330
2431175,Gaithersburg city,25772,19544,112467,117539,1.0539,21.8,2.4,1,0,-511,-352,307
3967468,Riverside city,10914,7528,61352,64849,1.0537,24.6,6.5,0,0,330,394,637
4251656,Mount Joy borough,3532,2529,90061,94735,1.0535,26.9,1.5,1,0,175,175,152
4906810,Bluffdale city,5714,4815,129531,139723,1.0535,14.2,1.5,1,0,71,102,62
48405,San Augustine County,2940,1646,50408,53525,1.0535,41.3,2.7,0,0,-19,16,53
3434890,Jamesburg borough,2033,1581,110972,113720,1.0534,22.2,0.0,0,0,-54,-48,15
3459640,Pleasantville city,6803,5285,53661,57868,1.0534,20.4,2.0,1,0,34,-105,21
3741720,Marvin village,1917,1654,250001,255420,1.0534,13.7,0.0,0,0,0,0,0
5300905,Airway Heights city,3732,2908,62874,64914,1.0533,16.7,5.4,1,0,-221,-263,132
1232275,Homestead city,25638,21614,65423,70959,1.0533,13.4,2.3,1,0,-1356,-1658,82
4850100,Murphy city,6015,4877,175699,190316,1.0533,18.4,0.6,1,0,11,11,-146
3950176,Milford city,3339,1901,78057,82016,1.0532,41.6,1.5,0,0,275,304,160
4256792,Olyphant borough,2312,1521,66423,72638,1.0532,27.0,7.2,0,0,207,172,0
4279776,Vandergrift borough,2199,1642,50901,54410,1.0532,22.3,3.0,1,0,174,206,33
4215232,Collingdale borough,3739,3090,51886,56725,1.0531,15.9,1.4,0,0,-46,-19,58
4841212,Lancaster city,14748,11485,68302,72672,1.0531,20.4,1.7,1,0,-300,-337,-409
4923530,Ephraim city,1752,1074,66541,71005,1.053,20.3,18.4,0,0,131,134,51
2380740,Waterville city,6804,4277,53580,56712,1.053,27.0,10.1,0,0,-179,-92,128
1253875,Palatka city,4246,2852,32021,34869,1.0529,28.5,4.3,0,0,126,39,101
4220512,Duryea borough,2170,1403,62462,71355,1.0528,31.4,4.0,0,0,-9,-42,9
30011,Carter County,600,351,54167,60608,1.0528,40.0,1.5,0,0,22,26,47
4805372,Balch Springs city,8247,6400,66942,72280,1.0528,19.4,3.0,0,0,-313,-26,112
48449,Titus County,11156,7773,58425,61687,1.0527,25.6,4.7,1,0,193,380,361
2363590,Rockland city,3565,2272,56533,59739,1.0527,32.3,4.0,0,0,21,41,71
4269216,Selinsgrove borough,1584,938,65650,67580,1.0526,38.4,2.4,1,0,28,45,88
48293,Limestone County,8389,5314,60573,64141,1.0522,33.9,2.7,1,0,307,358,237
4060350,Poteau city,3286,2264,50511,53500,1.0521,26.9,4.2,0,0,22,58,210
12107,Putnam County,31360,18604,47934,50503,1.052,37.6,3.1,1,0,-191,-139,651
4835624,Hutto city,11778,10269,118834,127691,1.052,10.2,2.7,1,0,-125,-71,7
0624092,Fillmore city,5173,3873,92931,97233,1.0519,25.1,0.0,0,0,57,39,24
3716180,Dallas town,2401,1802,58403,59667,1.0518,19.2,5.8,0,0,157,167,-20
4985370,Woods Cross city,3457,2876,120543,126952,1.0517,13.9,2.9,0,0,5,3,9
1779293,Waukegan city,32042,23907,71919,75167,1.0517,21.3,4.1,1,0,600,957,753
72105,Naranjito Municipio,9263,5086,22156,23069,1.0515,44.5,0.6,0,0,219,209,424
5335065,Kelso city,5435,3689,66751,73040,1.0513,28.2,3.9,1,0,297,375,109
4827876,Fulshear city,9977,8692,187035,201598,1.0513,12.9,0.0,0,0,135,145,108
1884014,Whitestown town,4678,3886,123643,129959,1.0512,12.0,4.9,0,0,25,51,0
4865360,San Elizario city,2941,2157,49977,52527,1.0512,22.9,3.7,1,0,79,122,157
0606308,Beverly Hills city,14449,9198,132977,136963,1.0512,35.4,0.9,0,0,-745,-664,-115
1304896,Bainbridge city,5582,3641,45422,47631,1.0512,30.0,4.8,0,0,20,39,246
4803300,Anna city,7753,6880,105593,112615,1.051,10.5,0.7,0,0,-423,-247,-29
4754920,Oakland town,3973,3057,97798,102352,1.051,22.6,0.5,1,0,3,-7,20
0151000,Montgomery city,81241,56371,56811,59509,1.0509,26.7,3.9,1,0,-1842,-997,3155
13227,Pickens County,13430,8164,78930,86716,1.0507,37.1,2.1,1,0,227,252,40
4178900,Warrenton city,2699,1921,70670,77630,1.0506,26.3,2.6,0,0,164,154,97
1714351,Cicero town,24432,18984,70842,74612,1.0505,17.7,4.6,1,0,843,1152,423
1365044,Richmond Hill city,6251,5270,92824,96901,1.0505,12.1,3.6,1,0,-176,-136,-53
1339524,Holly Springs city,6970,5793,113992,115700,1.0504,15.1,1.8,1,0,-166,-137,-101
2661940,Owosso city,6320,4554,54229,56899,1.0502,24.4,3.5,1,0,121,165,221
0653476,Ojai city,3150,1935,82656,93075,1.0502,38.2,0.3,0,0,-120,-109,79
0550450,North Little Rock city,31956,22229,52707,54524,1.0502,24.2,6.2,1,0,-1090,-812,1443
2767288,Virginia city,4088,2710,51720,55827,1.0501,29.5,4.2,0,0,97,117,57
2829460,Grenada city,4946,3663,46303,47790,1.05,23.5,2.4,1,0,101,129,273
0643294,Los Altos Hills town,3025,1536,250001,252308,1.05,49.2,0.0,0,0,-1,1,-48
20031,Coffey County,3545,2244,70346,74723,1.05,33.2,3.5,1,0,95,99,91
1264175,Sarasota city,25751,14000,72105,75964,1.0499,41.3,4.3,1,-1,-463,-479,-370
1935940,Hiawatha city,2936,2147,66270,71954,1.0499,21.8,5.0,0,0,163,169,56
4825572,Fate city,6737,5939,132752,138324,1.0499,11.5,0.3,1,-1,-50,-20,-95
4449960,Newport city,11049,6614,86313,90506,1.0498,32.7,7.4,1,-1,173,236,26
3650353,New Hempstead village,1403,869,126165,133691,1.0498,37.6,0.5,0,0,-1,-2,-1
2150898,Mayfield city,4429,2898,40965,42917,1.0498,27.9,6.6,0,0,2,-3,102
72001,Adjuntas Municipio,6069,3575,19549,20454,1.0495,39.3,1.8,1,-1,28,46,285
0819080,Dacono city,2262,1767,104559,115007,1.0495,16.1,5.8,0,0,-21,-36,-44
48043,Brewster County,4951,3052,56212,59385,1.0494,33.7,4.6,0,0,134,99,242
4810132,Breckenridge city,1984,1326,48000,50811,1.0494,23.7,9.4,0,0,64,98,161
4255664,Norwood borough,2203,1637,96134,101675,1.0493,25.7,0.0,0,0,-65,-43,10
46075,Jones County,342,198,65119,67241,1.0492,40.4,1.8,0,0,22,21,7
0952280,New London city,11794,7671,59098,62091,1.0491,25.3,9.6,1,-1,-566,-648,
1747553,Mattoon city,8121,5274,51597,53699,1.0489,27.3,7.8,1,-1,396,433,316
4801852,Alice city,6100,4115,48676,50409,1.0488,28.5,4.0,0,0,-308,-306,102
1323900,Douglasville city,14104,11576,79107,82045,1.0488,16.0,1.9,1,-1,-349,-305,194
4152450,Newport city,4997,2682,60568,63613,1.0487,42.9,3.4,0,0,-26,-4,61
3939886,Kenton city,3347,2026,56033,58953,1.0487,29.8,9.7,0,0,126,130,78
0575170,White Hall city,2241,1644,78092,78937,1.0487,22.3,4.3,0,0,325,314,407
32011,Eureka County,622,391,70473,74110,1.0486,37.1,0.0,0,0,19,21,17
1879208,Vincennes city,7227,4758,53637,55286,1.0486,26.4,7.7,1,-1,358,391,527
2665440,Pontiac city,25617,18365,44329,46422,1.0485,23.6,4.7,1,-1,-993,-1133,513
2118496,Crestwood city,2447,2094,108046,115169,1.0485,14.4,0.0,0,0,19,25,11
4145250,Madras city,2583,1834,64659,65745,1.0484,23.1,5.9,0,0,71,71,109
29035,Carter County,2038,1274,50000,52420,1.0484,32.9,4.6,0,0,139,150,139
5159496,Orange town,1943,1324,76370,80869,1.0483,25.5,6.3,0,0,236,245,112
2149368,Madisonville city,8271,5377,53860,57397,1.048,29.8,5.2,1,-1,81,102,241
2303950,Belfast city,3400,1574,67679,70625,1.0479,50.2,3.5,0,0,-1,25,134
1783518,Worth village,4433,3284,56288,58246,1.0478,22.1,3.9,0,0,-189,-166,50
4846500,Manvel city,4854,4287,118808,122614,1.0476,10.5,1.2,0,0,-263,-253,-238
0683612,Waterford city,2581,2083,74343,77464,1.0476,17.1,2.2,0,0,72,40,-52
1722255,East St. Louis city,6982,3638,35700,37772,1.0476,46.1,1.7,0,0,-40,-118,85
26085,Lake County,5190,2971,50805,53424,1.0476,40.3,2.5,1,-1,-11,35,133
12021,Collier County,165875,83234,90045,95062,1.0476,48.5,1.3,1,-1,-3019,-2798,-1291
3914128,Cheviot city,3592,2932,53132,55269,1.0474,17.1,1.3,0,0,169,152,45
06051,Mono County,5744,4284,99415,103360,1.0474,24.8,0.7,0,0,64,57,34
56039,Teton County,9830,6982,124172,129647,1.0473,25.7,3.2,1,-1,191,216,244
2665820,Port Huron city,12734,8535,50366,52776,1.0473,27.9,5.1,1,-1,-469,-426,139
4868180,Slaton city,2065,1550,56676,59731,1.0471,22.0,3.0,1,-1,1,9,56
2668380,Richmond city,2456,1806,64719,71842,1.0471,23.9,2.6,0,0,91,61,0
4822720,Edna city,2362,1776,59600,62342,1.047,23.4,1.4,0,0,65,149,121
1661300,Payette city,3160,1776,55208,57838,1.047,38.6,5.2,0,0,140,155,264
05023,Cleburne County,10522,6133,55798,58699,1.0469,39.7,2.0,1,-1,266,311,319
2833700,Horn Lake city,10072,7981,53311,57043,1.0468,17.9,2.9,1,-1,-518,-760,60
2445900,Laurel city,12476,10299,100504,105728,1.0467,14.7,2.8,1,-1,-52,-18,408
3679174,Wesley Hills village,1552,1136,209345,217363,1.0466,26.8,0.0,0,0,-5,-4,-3
40059,Harper County,1333,876,64053,67051,1.0466,32.0,2.3,0,0,78,76,65
1778227,Volo village,2263,1878,160792,172835,1.0465,16.0,1.0,1,-1,94,101,51
4243000,Lewistown borough,3802,2588,40236,42234,1.0465,26.0,5.9,0,0,-49,-39,447
4815652,Clute city,4374,3459,70208,70240,1.0465,15.3,5.6,0,0,172,173,52
17009,Brown County,2041,1303,67917,71620,1.0463,27.1,9.1,1,-1,33,51,81
1820728,Elkhart city,21552,15270,51028,53674,1.0463,22.1,7.0,1,-1,-531,-275,1034
1301052,Albany city,27538,18669,47240,49045,1.0462,26.5,5.7,1,-1,-306,-87,1904
0621230,Eastvale city,18168,15394,160069,173139,1.0462,13.8,1.4,1,-1,109,291,-122
1205375,Belleview city,2388,1399,57813,59454,1.0461,40.3,1.1,0,0,-51,-39,193
0512340,Cave Springs city,1877,1631,146473,151609,1.046,13.1,0.0,0,0,35,37,-8
1733630,Hawthorn Woods village,3008,2449,219631,233401,1.0459,18.6,0.0,0,0,12,13,13
5363280,Selah city,3264,2291,74783,77892,1.0457,22.7,7.1,0,0,-33,-29,7
2441250,Hyattsville city,8123,6237,91941,95533,1.0455,21.2,2.1,1,-1,-402,-342,87
54059,Mingo County,9317,5689,38119,39673,1.0455,36.7,2.3,0,0,-8,0,292
28043,Grenada County,8464,5894,48804,50329,1.0455,26.3,4.1,1,-1,207,234,393
4866392,Seabrook city,5981,4554,102726,105461,1.0453,18.6,5.2,0,0,207,187,197
3639694,Kings Point village,1402,839,211299,220343,1.0453,40.2,0.0,0,0,-16,-14,-6
1749607,Minooka village,4126,3373,115445,120553,1.0453,13.7,4.6,1,-1,-12,-7,-12
05013,Calhoun County,1690,920,66809,72000,1.0452,44.5,1.1,0,0,55,49,34
0813845,Cherry Hills Village city,2221,1389,250001,263018,1.0452,37.5,0.0,0,0,-2,-1,0
05067,Jackson County,6076,3784,44218,46130,1.0452,29.2,8.5,0,0,50,88,259
0657414,Pismo Beach city,4129,2498,118072,121087,1.045,37.6,1.9,1,-1,-69,-65,23
4741200,La Vergne city,13298,10881,81313,84201,1.045,12.9,5.3,1,-1,-200,-237,-103
2268475,Scott city,3846,2601,56299,58453,1.0448,30.0,2.4,1,-1,-94,-88,163
0573130,Ward city,2306,1810,72734,74914,1.0448,17.1,4.4,0,0,44,61,102
35028,Los Alamos County,8247,5904,147139,152957,1.0447,24.2,4.2,1,-1,285,302,246
0623042,Eureka city,10392,7013,57662,59773,1.0446,27.5,5.0,1,-1,89,143,-84
1238600,Lake Park town,2990,1897,70954,70133,1.0445,30.4,6.2,0,0,-215,-221,37
2147476,London city,3135,1904,47591,49073,1.0445,34.7,4.5,0,0,146,178,251
3744400,Morganton city,6888,4034,51355,54932,1.0445,36.1,5.3,1,-1,65,141,375
2209340,Breaux Bridge city,2847,1885,47806,49283,1.0445,30.1,3.7,1,-1,97,101,6
4220432,Duquesne city,2221,1455,44180,46367,1.0444,32.6,1.9,0,0,131,127,77
5365205,Snoqualmie city,4582,4101,214107,219815,1.0442,10.5,0.0,0,0,48,58,62
36041,Hamilton County,2423,1401,68835,71211,1.0442,40.3,1.9,1,-1,61,62,29
22013,Bienville Parish,5556,3506,35011,36561,1.0442,33.6,3.3,0,0,-8,-4,140
4858904,Portland city,7554,5367,83865,88262,1.0441,24.6,4.3,1,-1,-8,-31,-7
0883230,Wellington town,4170,3379,107017,116771,1.0441,15.6,3.4,0,0,-275,-224,-121
1742028,Lansing village,11236,8183,75569,79259,1.044,25.1,2.0,1,-1,69,128,113
45033,Dillon County,10829,7335,46605,48643,1.044,30.4,1.8,1,-1,208,289,257
4810636,Brookshire city,1722,1433,65934,68564,1.0439,10.7,6.1,0,0,93,106,193
0503640,Barling city,2171,1420,54387,58750,1.0439,24.1,10.5,0,0,-52,-19,
4804516,Atlanta city,2252,1561,60259,62839,1.0439,27.6,3.1,0,0,-60,-58,-17
4878436,White Oak city,2096,1595,101027,107244,1.0439,23.3,0.6,0,0,38,43,80
46063,Harding County,498,340,80441,84274,1.0439,28.9,2.8,0,0,32,27,14
4816696,Corinth city,8540,6649,120580,126211,1.0439,21.3,0.9,1,-1,-43,-9,-40
4810264,Bridgeport city,1835,1513,96037,100798,1.0438,12.4,5.2,0,0,94,107,79
48205,Hartley County,1633,1026,75841,80102,1.0438,34.6,2.6,0,0,108,99,38
4115550,Cornelius city,4843,3553,96273,100679,1.0437,23.7,3.0,1,-1,169,205,32
3630169,Great Neck village,3443,2074,137981,138793,1.0437,39.2,0.6,0,0,19,18,0
3042700,Laurel city,3135,2377,68474,71250,1.0437,21.5,2.7,0,0,226,228,156
4246888,Manheim borough,2037,1524,81273,84925,1.0435,20.1,5.1,1,-1,60,66,54
19101,Jefferson County,6952,4077,61620,63623,1.0432,38.3,3.1,1,-1,193,224,126
2012500,Chanute city,3578,2183,50882,52707,1.0432,30.5,8.5,0,0,66,69,43
4041850,Lawton city,33413,23667,54433,57588,1.0427,20.6,8.5,1,-1,791,1268,2640
2622000,Detroit city,257998,181205,39938,41650,1.0427,26.4,3.4,1,-1,-10113,-11435,4363
4512655,Cayce city,6556,4102,62045,64538,1.0427,25.9,11.5,0,0,-5,-1,132
4149450,Molalla city,3642,2880,89318,94922,1.0427,13.1,7.8,0,0,124,65,-141
22119,Webster Parish,14334,9245,41182,43433,1.0425,33.1,2.4,1,-1,-99,-78,69
4057550,Pauls Valley city,2466,1555,50357,52762,1.0424,31.7,5.3,1,-1,32,66,211
3459190,Plainfield city,15907,12397,85908,89084,1.0423,20.2,1.9,1,-1,-527,-484,-114
3650705,New Square village,1841,1345,31443,33576,1.0423,7.9,19.0,0,0,255,199,7
2851000,New Albany city,2851,1944,51332,53991,1.0422,26.0,5.9,1,-1,29,54,83
0636294,Imperial Beach city,9340,7154,86111,88018,1.0422,21.3,2.1,1,-1,-650,-638,440
3464650,Roselle Park borough,5408,4343,109679,119593,1.0421,18.1,1.6,1,-1,136,126,153
5149464,Marion town,2431,1436,40896,42532,1.0419,32.0,8.9,0,0,-30,-31,110
1784220,Zion city,8813,6866,63104,64665,1.0419,17.3,4.8,1,-1,-223,-218,114
02158,Kusilvak Census Area,1916,1448,51471,53302,1.0418,21.7,2.8,1,-1,54,55,50
4208040,Bradford city,3170,2297,56161,59148,1.0418,20.1,7.5,1,-1,277,331,175
4006600,Blackwell city,2351,1383,53435,55817,1.0416,34.4,6.8,0,0,98,101,80
3909792,Bryan city,4150,2564,52865,55015,1.0415,34.1,4.1,0,0,231,253,140
3004975,Belgrade city,4852,3992,97328,102953,1.0415,9.6,8.1,0,0,27,3,21
3559260,Portales city,4559,2900,50555,53219,1.0414,22.9,13.5,1,-1,167,230,425
4833212,Henderson city,4227,2604,61285,65134,1.0414,32.8,5.6,0,0,142,122,60
3446620,Milltown borough,2641,2105,140960,143074,1.0411,20.3,0.0,0,0,57,62,62
1369672,Senoia city,2009,1650,124964,130022,1.041,17.9,0.0,0,0,-7,-7,-6
3426610,Glen Ridge borough,2490,1884,250001,252119,1.0409,24.3,0.0,0,0,28,28,-9
1839402,Kendallville city,4371,3028,58939,61721,1.0409,27.8,2.9,0,0,196,283,226
1375832,Temple city,1774,1375,91180,89191,1.0409,22.5,0.0,0,0,117,114,35
4414140,Central Falls city,7683,5841,49285,51110,1.0409,16.9,7.1,1,-1,-523,-569,239
48151,Fisher County,1564,1079,65533,68011,1.0407,30.5,0.5,1,-1,94,87,47
16013,Blaine County,10413,6727,92566,95279,1.0407,33.4,1.9,1,-1,397,405,310
3482423,Woodland Park borough,5399,3615,98845,101033,1.0405,32.4,0.6,0,0,-94,-75,118
28091,Marion County,9122,5833,45110,46925,1.0403,33.2,2.9,1,-1,238,250,298
2256540,Oakdale city,1964,1221,42540,41693,1.0403,33.4,4.5,0,0,-148,-164,110
2771734,Worthington city,4548,3134,61797,66104,1.0401,25.5,5.5,1,-1,252,251,54
5149784,Martinsville city,5711,3869,46727,49022,1.0401,27.5,4.7,1,-1,258,344,259
51690,Martinsville city,5711,3869,46727,49022,1.0401,27.5,4.7,1,-1,258,344,259
21133,Letcher County,8463,5383,41793,43448,1.04,34.2,2.2,0,0,204,176,188
1224475,Fort Walton Beach city,8817,5824,68538,70720,1.04,30.2,3.7,1,-1,24,85,179
3724080,Forest City town,2681,1732,35524,37259,1.0399,32.6,2.8,0,0,-164,-207,178
1819486,East Chicago city,9943,7122,42125,43792,1.0399,24.5,3.9,0,0,-78,-78,361
1710513,Calumet Park village,2842,2034,53556,56486,1.0398,28.4,0.0,0,0,-118,-100,-63
2243010,Leesville city,2490,1684,37500,40865,1.0397,25.5,6.9,0,0,-106,-135,61
1224300,Fort Pierce city,18878,11556,47072,48779,1.0397,35.4,3.4,1,-1,-1494,-1571,90
5125808,Emporia city,2157,1463,51899,55355,1.0393,30.2,2.0,0,0,-43,-5,80
51595,Emporia city,2157,1463,51899,55355,1.0393,30.2,2.0,0,0,-43,-5,80
51133,Northumberland County,5640,2771,66480,69525,1.0392,50.5,0.3,0,0,56,80,158
1332048,Garden City city,4366,3535,47814,48040,1.0392,18.1,1.0,0,0,146,135,253
1737894,Island Lake village,2905,2334,103156,106932,1.0392,19.7,0.0,1,-1,-33,-24,18
0609878,Calipatria city,1213,823,53299,54754,1.0392,26.0,6.2,0,0,-28,-25,72
3422560,Fairview borough,5463,4262,63606,68360,1.0392,21.1,0.9,1,-1,-372,-464,7
3757500,Rocky Mount city,23364,14791,55534,57053,1.0387,32.9,3.8,1,-1,666,882,1744
25019,Nantucket County,5252,3849,139688,148065,1.0387,26.2,0.5,0,0,-56,18,83
0132272,Gulf Shores city,7542,4810,78188,82291,1.0386,35.0,1.2,0,0,-33,94,391
3770660,Walkertown town,2358,1714,82615,80230,1.0385,26.5,0.8,0,0,21,9,82
4954660,Nibley city,2193,1832,108072,111436,1.0384,12.2,4.3,1,-1,32,24,36
4866704,Selma city,4221,3523,97066,101028,1.0383,14.3,2.2,1,-1,136,191,193
1319112,Commerce city,2771,2052,60961,63635,1.0382,19.3,6.6,0,0,57,82,38
1901135,Algona city,2552,1460,56040,59438,1.0381,33.5,9.3,0,0,124,150,55
1270075,Surfside town,1965,1397,100208,104079,1.0379,28.9,0.0,0,0,-7,1,27
0630994,Greenfield city,4426,3514,84740,90061,1.0379,15.8,4.8,1,-1,-38,-31,164
2964478,St. John city,2741,1992,53755,54593,1.0378,26.7,0.6,0,0,-257,-244,33
1312260,Byron city,2346,1885,85596,92122,1.0378,17.9,1.7,0,0,7,17,11
5414600,Charleston city,21116,13936,65812,68606,1.0376,31.3,2.7,1,-1,635,712,978
4859576,Princeton city,7873,7018,105200,109802,1.0376,8.4,2.4,1,-1,-184,-169,-114
27031,Cook County,2710,1552,72638,73924,1.0375,41.0,1.7,0,0,93,88,41
3637803,Irvington village,2396,1823,173248,186521,1.0375,23.9,0.0,0,0,72,75,74
02164,Lake and Peninsula Borough,324,235,65625,66591,1.0375,22.8,4.6,0,0,26,26,4
4977120,Tremonton city,3785,2904,74741,77151,1.037,17.4,5.9,0,0,255,225,55
1734865,Highwood city,2025,1319,107875,113884,1.0369,29.1,5.8,0,0,-16,1,26
3627815,Fulton city,4743,3177,52046,55175,1.0369,26.2,6.8,0,0,-16,73,41
20071,Greeley County,541,386,80565,81742,1.0368,26.2,2.4,0,0,49,51,49
08017,Cheyenne County,785,505,70865,71462,1.0364,29.6,6.1,0,0,24,24,16
2183550,Wilmore city,1767,1193,77665,78607,1.0364,27.5,5.0,0,0,197,200,132
2624740,Ecorse city,3614,2640,40241,41864,1.0362,24.4,2.6,0,0,-10,-20,53
4228960,Gettysburg borough,2447,1535,54365,54381,1.036,32.1,5.1,0,0,48,48,103
0822200,Eagle town,2735,1842,110398,117400,1.036,32.7,0.0,0,0,-191,-163,-49
0617498,Cudahy city,5787,4940,56615,59122,1.0357,13.3,1.4,1,-1,-75,-187,262
31165,Sioux County,490,269,53929,58409,1.0355,43.1,2.0,0,0,46,56,16
4879492,Willow Park city,2006,1578,132045,134489,1.0355,21.3,0.0,0,0,-15,-13,-42
4540615,Laurens city,3925,2534,49246,50207,1.0354,34.6,0.9,0,0,44,26,327
5188000,Wytheville town,3972,2595,47270,49435,1.0353,30.7,3.9,0,0,215,207,86
2833100,Holly Springs city,2494,1828,45462,47147,1.0352,24.4,2.3,0,0,-12,-23,30
2124778,Elsmere city,3400,2431,60503,63222,1.0351,19.6,8.9,0,0,71,79,-42
4012900,Catoosa city,2962,2179,72467,75735,1.0351,22.3,4.2,1,-1,137,141,80
4241680,Latrobe borough,3795,2215,56318,60516,1.0351,30.8,10.9,0,0,176,172,1
4862384,River Oaks city,2448,1806,63500,64431,1.035,23.7,2.5,0,0,52,51,53
30003,Big Horn County,3827,2522,58750,59524,1.035,31.1,3.0,1,-1,244,250,193
0845530,Lochbuie town,2940,2282,97009,102506,1.0347,20.7,1.6,1,-1,47,42,4
13183,Long County,6162,5026,68808,72101,1.0347,16.0,2.4,0,0,68,59,57
1748645,Metropolis city,2430,1550,50399,52105,1.0346,33.2,3.0,0,0,48,57,50
72083,Las Marías Municipio,3078,1703,16314,17046,1.0344,43.9,0.8,0,0,11,-12,90
0148376,Midfield city,2077,1625,52755,53857,1.0343,21.8,0.0,0,0,-110,-109,55
0146696,Margaret city,2065,1764,101802,107576,1.0335,13.6,1.0,1,-1,30,27,29
3565210,Ruidoso village,3941,2232,52736,54304,1.0334,39.6,3.7,0,0,-71,-66,147
3481170,Wildwood city,2646,1743,75222,77908,1.0334,24.9,9.2,0,0,137,132,38
1247050,Mount Dora city,7646,4113,74537,77248,1.0333,43.7,2.5,1,-1,-213,-241,-160
4220136,DuBois city,3511,2312,62697,66573,1.0333,26.8,7.3,0,0,360,348,287
0655618,Paramount city,14618,11857,75250,77690,1.0332,17.0,1.9,1,-1,-783,-856,551
1366668,Rome city,14983,10304,54435,57519,1.0332,26.8,4.4,1,-1,-197,-61,628
4833476,Hickory Creek town,1936,1518,148852,146941,1.0332,21.6,0.0,0,0,72,70,48
28099,Neshoba County,10283,6984,57013,59614,1.0331,29.1,2.9,0,0,69,122,170
4082150,Woodward city,4885,3238,54463,56806,1.033,26.7,7.0,1,-1,293,311,271
01131,Wilcox County,3860,2332,40640,41900,1.0329,37.9,1.7,0,0,3,-3,54
0633798,Hillsborough town,3610,2361,250001,268027,1.0327,34.6,0.0,0,0,59,59,27
3543930,Los Ranchos de Albuquerque village,2449,1580,72992,74115,1.0327,35.5,0.0,0,0,57,54,15
2179734,Vine Grove city,2765,2200,72560,75971,1.0326,17.7,2.7,0,0,-1,23,69
31007,Banner County,305,168,78839,83621,1.0325,44.9,0.0,0,0,11,9,5
13017,Ben Hill County,7082,4776,41758,43645,1.0324,27.7,4.8,1,-1,393,423,211
3764180,Spring Lake town,4519,3101,51958,53755,1.0323,13.0,18.4,0,0,27,-20,91
1844190,Linton city,2308,1305,45440,47091,1.0322,29.9,13.6,0,0,-65,-78,106
5123760,Dumfries town,1759,1252,82355,97406,1.0322,24.2,4.7,0,0,-31,58,26
1342268,Jesup city,3378,2003,46974,49801,1.0319,38.4,2.3,0,0,75,106,255
48507,Zavala County,3271,2099,36749,39335,1.0319,30.1,5.7,0,0,87,42,66
3144035,Schuyler city,2091,1611,80399,88275,1.0317,11.4,11.6,0,0,98,59,32
1316544,Clarkston city,3947,3454,48564,49562,1.0317,9.0,3.5,0,0,-301,-392,116
4763340,Ripley city,2818,1886,37432,40530,1.0317,24.0,9.0,0,0,-172,-102,152
15005,Kalawao County,40,33,73750,77344,1.0312,17.5,0.0,0,0,13,16,2
4871540,Sweetwater city,4245,2781,44892,46258,1.0312,28.8,5.7,1,-1,120,110,116
1721267,Du Quoin city,2278,1530,54409,54808,1.0311,26.8,6.1,0,0,79,80,103
