geoid,name,households,working_age_hh,mhi,wahi,ratio,share_65plus_pct,share_under25_pct,reliable,flag,gap_anchored_mhi,gap_anchored_wahi,gap_anchored_ami
2709370,Cambridge city,4390,2893,69154,90751,1.3471,29.9,4.2,0,0,-171,21,9
1767860,Savoy village,3699,2278,91966,124638,1.347,30.3,8.2,0,0,189,56,115
2711350,Chisago City city,2284,1260,102197,138294,1.3469,44.0,0.8,1,1,-24,13,14
3446110,Midland Park borough,2917,1807,146841,193129,1.3466,38.1,0.0,1,1,79,116,60
28055,Issaquena County,350,188,31429,44231,1.3462,46.3,0.0,0,0,10,10,0
05101,Newton County,3179,1773,48986,66186,1.3455,36.0,8.3,0,0,111,114,102
48009,Archer County,3468,2233,72159,98717,1.345,34.1,1.5,1,1,113,14,33
47027,Clay County,3486,2101,39972,53696,1.3438,38.2,1.5,0,0,100,159,128
5573725,Shorewood village,6619,4463,86726,116553,1.3437,26.0,6.6,0,0,97,142,154
46011,Brookings County,13798,8326,70064,95138,1.3437,21.9,17.8,1,1,633,226,266
3978176,Uhrichsville city,2233,1410,41846,57919,1.3425,23.6,13.2,0,0,-178,96,150
20105,Lincoln County,1278,757,57500,78750,1.3425,35.8,5.0,0,0,37,28,19
54005,Boone County,7927,4896,57093,76628,1.3422,36.8,1.4,0,0,66,198,197
3465490,Salem city,2386,1581,38721,50252,1.3421,32.2,1.6,0,0,-191,-201,30
3978050,Twinsburg city,7806,5228,99144,132759,1.342,31.8,1.3,1,1,104,10,106
4814668,Childress city,1504,823,57644,73661,1.3418,43.6,1.7,0,0,36,85,91
3901798,Amherst city,4830,3049,90725,124520,1.3417,35.9,1.0,1,1,44,21,36
20033,Comanche County,824,456,54545,74688,1.3417,39.7,5.0,0,0,36,31,28
5509800,Bristol village,2109,1282,123648,162239,1.3415,36.7,2.5,0,0,14,20,10
4207128,Bloomsburg town,4584,2638,51536,68671,1.3413,24.3,18.2,0,0,39,348,309
51119,Middlesex County,4772,2434,75060,100714,1.3413,47.3,1.7,0,0,39,35,35
48285,Lavaca County,8476,4986,63240,85404,1.3404,36.1,5.0,0,0,234,209,170
2762806,Stewartville city,2498,1820,82632,106625,1.3401,24.5,2.7,1,1,-5,3,8
5519450,Delavan city,3952,2488,65357,85928,1.34,30.4,6.7,0,0,57,168,65
3305140,Berlin city,3705,2374,45180,60672,1.3399,32.5,3.4,0,0,-115,50,30
2638180,Highland Park city,3825,2349,29309,39494,1.3398,38.4,0.2,0,0,-95,-138,81
2275425,Thibodaux city,6773,4022,52072,70858,1.3395,34.0,6.6,0,0,-209,235,247
4269600,Shamokin city,3023,2037,39690,53024,1.3392,28.7,3.9,0,0,-194,74,109
3735760,King city,3216,2111,57817,75491,1.3389,33.2,1.1,0,0,52,62,35
4733260,Henderson city,2195,1501,45938,61721,1.3386,27.7,4.0,0,0,-48,58,108
2728682,Hermantown city,3836,2433,90849,124472,1.3386,26.9,9.7,1,1,71,-55,36
0125120,Fairfield city,3744,2301,48456,65162,1.3379,32.1,6.5,0,0,-267,-213,66
4270352,Shippensburg borough,2791,1668,51503,70556,1.3377,36.0,4.2,0,0,104,266,24
0163336,Rainsville city,2529,1559,74046,99122,1.3377,35.4,2.9,0,0,13,7,13
21143,Lyon County,3419,1995,65066,88998,1.3376,39.3,2.3,0,0,17,32,31
0428030,Globe city,2963,1861,69170,91907,1.3372,30.2,7.0,0,0,61,144,142
2476725,Taneytown city,3068,1881,87621,115132,1.337,35.0,3.7,1,1,-6,11,12
38043,Kidder County,1170,548,65610,86842,1.337,41.9,11.3,0,0,66,99,50
1772676,Stickney village,2403,1543,66942,92718,1.3368,32.3,3.5,0,0,99,-1,0
3129925,McCook city,3269,2077,56917,79306,1.3368,30.2,6.3,0,0,-15,35,70
1271525,Tequesta village,2795,1633,98271,127500,1.3361,41.6,0.0,0,0,-18,-23,-21
3979716,Vermilion city,4629,2794,69701,97049,1.3361,37.8,1.8,0,0,224,100,93
54089,Summers County,4680,2713,40699,54383,1.3358,41.5,0.5,0,0,-58,-72,-15
4216848,Crafton borough,3019,2066,64006,85130,1.3358,28.2,3.4,0,0,-112,36,50
4851708,Nolanville city,2694,2065,72480,100070,1.3354,13.9,9.5,0,0,159,31,86
0687056,Yucca Valley town,9038,5580,59563,79363,1.335,33.9,4.4,1,1,-275,-339,-16
72085,Las Piedras Municipio,13031,8258,25232,33777,1.3345,35.8,0.8,0,0,79,223,151
3968056,Rocky River city,9738,5974,94026,124163,1.3341,36.4,2.3,0,0,162,57,191
3479310,West Long Branch borough,2810,1828,114271,152679,1.3338,32.8,2.2,0,0,-82,-21,-81
28117,Prentiss County,9595,6338,49724,66224,1.3338,30.7,3.3,1,1,247,168,175
02230,Skagway Municipality,450,255,81136,107870,1.3337,39.1,4.2,0,0,18,18,6
1701010,Alsip village,7724,5152,66585,87060,1.3337,31.3,2.0,0,0,80,117,111
20183,Smith County,1578,854,59135,79286,1.3331,43.9,2.0,1,1,25,32,14
4219160,Dickson City borough,2778,1841,59963,79926,1.3331,32.0,1.7,0,0,49,107,43
2718188,Edina city,22914,14477,128767,176658,1.333,35.1,1.7,1,1,31,512,67
0640830,La Verne city,11517,7015,103761,138426,1.3329,37.1,2.0,1,1,-171,-81,158
4714980,Church Hill city,3026,1885,65526,85982,1.3326,34.3,3.4,0,0,59,52,65
1714572,Clarendon Hills village,3180,2280,130388,178061,1.3325,27.8,0.5,0,0,8,16,5
53037,Kittitas County,19993,12095,73804,98427,1.3321,24.5,15.0,1,1,24,14,33
2758612,Sartell city,7630,5137,84131,111639,1.3314,24.7,8.0,1,1,103,184,212
47087,Jackson County,4795,2948,47951,62861,1.3311,37.7,0.8,0,0,123,100,106
31083,Harlan County,1197,664,70625,92708,1.331,42.0,2.5,0,0,33,31,20
4865344,Sandy Oaks city,2144,1298,50806,68005,1.3308,38.1,1.4,0,0,-1,-3,2
2978314,Weldon Spring city,2038,1193,158548,213594,1.3307,40.0,1.4,0,0,-31,-27,-1
42009,Bedford County,19750,11912,59992,79833,1.3307,36.8,2.9,1,1,405,654,585
31095,Jefferson County,3136,1773,59044,78553,1.3306,39.5,3.9,1,1,156,108,30
2183334,Williamsburg city,1617,1036,38147,50985,1.3305,25.1,10.8,0,0,-118,-20,185
2745808,New Prague city,3023,2026,94539,130125,1.3302,30.9,2.1,0,0,51,31,32
3678168,Wappingers Falls village,2531,1561,65040,79899,1.33,37.1,1.3,0,0,-411,-103,65
41001,Baker County,7355,4189,60936,81841,1.3298,40.8,2.3,1,1,192,308,294
4235224,Hollidaysburg borough,2529,1540,69458,93155,1.3296,35.3,3.8,0,0,126,96,101
0423760,Florence town,6719,3629,79644,113602,1.3292,45.7,0.3,0,0,74,85,88
17171,Scott County,2046,1215,66705,88744,1.329,37.4,3.2,1,1,76,71,57
72119,Río Grande Municipio,17136,10268,28943,38347,1.3288,39.2,0.9,1,1,-200,358,514
3840580,Jamestown city,7123,4561,56554,75155,1.3286,29.4,6.6,1,1,320,366,178
4268312,Schuylkill Haven borough,2486,1394,54167,71940,1.328,37.8,6.1,0,0,169,170,147
5010675,Burlington city,17504,10664,71109,93742,1.3277,21.2,17.9,1,1,-1084,-518,-15
5544847,Lisbon village,3961,2516,123720,163731,1.3266,36.2,0.3,1,1,29,42,
0643140,Loomis town,3041,2045,81487,110908,1.3265,31.1,1.6,0,0,-91,-5,7
4284704,White Oak borough,3848,1986,59452,78743,1.3264,46.7,1.7,0,0,96,173,61
1754144,North Riverside village,3037,1919,77170,106944,1.3263,36.8,0.0,0,0,154,80,24
2921898,Ellisville city,4155,2327,113309,147621,1.3262,43.1,0.9,1,1,80,53,79
3653979,Norwich city,3052,1706,53333,69940,1.326,36.8,7.3,0,0,57,218,215
1233450,Indian Harbour Beach city,3784,2043,97254,132050,1.3258,44.1,2.0,0,0,-53,6,-43
01099,Monroe County,7363,4204,42292,56385,1.3257,38.2,4.7,1,1,47,229,320
5562250,Pewaukee village,4153,2661,62139,82582,1.3252,32.5,3.4,0,0,20,252,42
1667420,Rexburg city,9410,4283,50617,66793,1.325,5.4,49.1,0,0,-221,990,872
1213175,Cocoa Beach city,6018,3136,87990,119656,1.3245,47.3,0.6,1,1,-45,65,46
2726738,Ham Lake city,5945,4105,120135,158624,1.3243,29.7,1.2,1,1,15,18,15
1225175,Gainesville city,59816,35128,46195,60912,1.3242,18.1,23.1,1,1,-4037,-3777,-229
0606000,Berkeley city,47135,28555,108092,143667,1.3236,27.6,11.8,1,1,-1750,-10,1036
13149,Heard County,4309,2776,65868,83842,1.3232,31.5,4.1,0,0,61,118,68
19177,Van Buren County,2896,1686,61161,81250,1.3232,38.7,3.1,1,1,15,94,80
46037,Day County,2371,1350,66033,87382,1.3227,37.5,5.6,1,1,72,53,37
3939872,Kent city,10069,5805,42964,57113,1.3225,20.5,21.8,0,0,-928,-294,29
35019,Guadalupe County,1490,914,42750,56824,1.3223,33.9,4.8,0,0,20,69,66
4072100,Tahlequah city,6795,3889,49581,65402,1.3222,25.4,17.3,1,1,381,318,484
4215776,Connellsville city,3331,1919,45721,61059,1.322,37.0,5.4,0,0,8,258,39
1860822,Plymouth city,4528,2907,58623,77271,1.3219,28.9,6.9,0,0,260,381,264
48233,Hutchinson County,7000,4481,67228,90351,1.3217,33.0,3.0,0,0,118,151,127
0623168,Fairfax town,3265,2106,141653,187986,1.3209,33.5,2.0,0,0,-39,-46,-36
48101,Cottle County,577,349,59063,77932,1.3209,37.8,1.7,0,0,8,4,3
0686944,Yreka city,3469,1989,43982,58592,1.3206,36.1,6.5,0,0,-204,-111,-3
51017,Bath County,1822,1117,56184,76696,1.3206,36.3,2.4,0,0,100,71,55
2745628,New Hope city,8875,6369,77662,103063,1.3205,25.6,2.6,0,0,247,224,126
4873493,Town of Pecos city,3515,2249,60943,80363,1.3205,26.7,9.3,0,0,41,27,
30025,Fallon County,1178,669,76250,100112,1.3201,29.9,13.3,0,0,82,23,20
46033,Custer County,4451,2334,84112,110213,1.32,43.1,4.5,1,1,145,100,124
2769700,West St. Paul city,9780,6205,68464,91812,1.32,33.0,3.5,1,1,-577,-4,102
1766066,Round Lake Park village,3213,1473,55813,73167,1.3199,53.2,0.9,1,1,-16,-15,17
5551000,Menomonee Falls village,16387,10720,100238,132188,1.3198,33.1,1.5,1,1,79,98,61
47039,Decatur County,4568,2722,45375,59740,1.3194,38.9,1.5,0,0,233,110,189
2978928,West Plains city,5051,3225,44002,58169,1.3192,29.1,7.1,0,0,-182,94,338
48145,Falls County,6344,3863,57247,74666,1.3192,35.9,3.2,1,1,224,285,221
38093,Stutsman County,9437,6075,61856,83622,1.3191,30.0,5.6,1,1,431,396,212
3409250,Caldwell borough,3799,2703,96824,130182,1.319,28.0,0.8,0,0,-5,-175,-148
2704042,Baxter city,3990,2411,70688,92398,1.3188,34.5,5.1,0,0,140,43,51
46117,Stanley County,1290,815,87712,106711,1.3186,34.4,2.4,0,0,19,12,8
3154045,York city,3370,2107,63265,82310,1.3185,32.2,5.3,1,1,173,173,110
2652180,Mason city,3407,2114,79117,104449,1.3184,32.8,5.1,1,1,127,94,98
1939765,Johnston city,9259,6331,106551,146580,1.3183,26.7,5.0,1,1,193,123,138
29147,Nodaway County,8460,4877,59315,78326,1.3182,27.5,14.9,1,1,295,262,224
48095,Concho County,814,495,65795,84923,1.3176,38.0,1.2,0,0,22,23,24
47135,Perry County,3610,2284,55972,74437,1.3175,34.0,2.7,1,1,3,58,64
0662644,Rolling Hills Estates city,2773,1406,191895,256384,1.3173,49.3,0.0,0,0,-50,19,-19
20089,Jewell County,1317,679,52634,67969,1.3173,43.6,4.9,0,0,53,18,14
17071,Henderson County,2704,1553,62227,82706,1.3171,40.0,2.6,0,0,22,77,76
35059,Union County,1438,841,46694,62899,1.3169,41.4,0.1,0,0,19,34,44
38087,Slope County,374,184,71250,95161,1.3167,39.6,11.2,0,0,11,6,4
3716400,Davidson town,5589,4072,166556,223494,1.3167,25.3,1.8,0,0,66,107,34
5584375,Waupaca city,2846,1746,52727,72188,1.3166,34.2,4.4,0,0,77,196,68
1743666,Lincolnshire village,3189,1973,185580,249733,1.3166,36.7,1.5,0,0,-4,77,-44
2919252,De Soto city,2606,1634,52500,68333,1.3165,25.9,11.4,0,0,121,202,88
2279240,Walker town,2349,1470,80707,100723,1.3164,31.3,6.1,0,0,52,59,48
1320064,Covington city,5662,4000,58810,77765,1.3158,28.4,1.0,0,0,-434,92,111
3454360,Ocean City city,5689,2863,101782,133771,1.3156,44.2,5.4,0,0,-168,22,-68
31145,Red Willow County,4504,2817,63697,85378,1.3156,32.4,5.0,1,1,-36,74,80
47133,Overton County,9071,5559,48959,64080,1.3155,35.6,3.2,1,1,166,240,336
31137,Phelps County,3916,2457,68919,90664,1.3151,29.9,7.4,1,1,180,145,107
3904500,Beachwood city,5930,3366,106748,143407,1.3151,41.1,2.1,0,0,-177,35,-173
27081,Lincoln County,2445,1447,69694,90734,1.3149,34.0,6.8,1,1,58,25,16
5181280,Vinton town,3655,2446,65445,83554,1.3148,28.3,4.8,0,0,204,369,268
22007,Assumption Parish,8830,5772,51423,68667,1.3146,29.5,5.1,1,1,103,66,103
3505220,Artesia city,4737,3487,74915,98267,1.3145,18.3,8.0,0,0,282,146,147
4244864,Lower Burrell city,5212,3171,84602,109857,1.3145,38.4,0.8,1,1,105,46,45
2117362,Corbin city,3128,2130,51065,68014,1.3145,26.5,5.4,0,0,19,166,171
29171,Putnam County,1791,1086,63510,83444,1.3144,37.6,1.8,1,1,31,22,17
2734244,Lake Elmo city,4714,3267,153669,205304,1.3144,29.0,1.7,0,0,-34,-62,-9
21109,Jackson County,5122,3585,40000,52546,1.3137,26.2,3.8,0,0,89,80,74
3945976,Macedonia city,4651,2889,101285,134449,1.3135,37.9,0.0,1,1,-140,-44,-137
1829718,Greensburg city,5272,3443,62655,82390,1.3135,27.0,7.7,1,1,303,245,146
20027,Clay County,3522,2005,66176,86559,1.3131,33.6,9.5,0,0,66,87,89
31045,Dawes County,3453,2113,56280,73125,1.3131,31.1,7.7,0,0,109,164,-26
4807492,Belton city,8328,5432,59130,76987,1.313,28.7,6.1,1,1,-472,-10,43
48255,Karnes County,4730,3094,60214,79319,1.313,27.9,6.7,0,0,-18,-53,-31
0181720,Wetumpka city,2700,1778,57763,77044,1.3127,27.1,7.0,0,0,-36,197,105
29151,Osage County,5287,3384,76681,101055,1.3126,29.9,6.1,1,1,158,100,86
4154900,Ontario city,4575,2985,46308,60081,1.3124,29.2,5.6,0,0,74,295,258
16025,Camas County,370,220,57955,75694,1.312,40.5,0.0,0,0,9,6,6
2977416,Washington city,6702,4351,79173,101616,1.3115,31.5,3.6,1,1,321,175,104
48041,Brazos County,91087,57809,58553,76946,1.3113,16.4,20.2,1,1,-2843,-487,583
4837420,Jasper city,3301,1933,45078,59156,1.3112,31.6,9.8,0,0,-295,-48,121
51045,Craig County,1735,1155,69057,94007,1.3111,33.0,0.5,0,0,20,38,37
27133,Rock County,4035,2566,71295,95047,1.3109,29.3,7.1,1,1,112,33,32
3079825,Whitefish city,4302,2838,73811,95562,1.3103,31.8,2.2,0,0,170,-7,-2
37115,Madison County,8342,5122,58531,76392,1.3103,37.8,0.8,1,1,254,226,44
3932340,Greenville city,6044,3571,47237,60772,1.3102,35.8,5.1,1,1,258,255,174
5583825,Waterford village,2463,1555,82404,111004,1.3099,33.9,2.9,0,0,81,63,77
2917218,Crestwood city,4915,3190,107169,142609,1.3097,34.1,1.0,1,1,26,-19,4
48109,Culberson County,868,389,58777,72157,1.3094,53.8,1.4,0,0,38,40,43
4854804,Palmview city,4966,3059,43963,58043,1.3084,34.7,3.7,0,0,141,146,96
20083,Hodgeman County,697,431,59955,78409,1.3078,36.7,1.4,0,0,4,31,34
2628360,Flat Rock city,3924,2807,81585,110630,1.3078,27.3,1.1,0,0,137,46,59
19077,Guthrie County,4600,2830,77711,102224,1.3078,35.1,3.4,1,1,90,11,9
3655574,Oswego city,7242,4444,53172,69069,1.3076,27.3,11.4,1,1,-198,-167,118
1972390,Sheldon city,2195,1411,62159,82500,1.3075,27.2,8.6,0,0,165,133,57
47083,Houston County,3353,2208,59576,77783,1.3074,31.4,2.7,1,1,170,174,166
48143,Erath County,16816,10300,65115,85912,1.3072,25.3,13.5,1,1,-28,195,143
5350570,Ocean Shores city,3830,1693,58202,75166,1.3069,55.3,0.5,0,0,-91,-25,-74
1271225,Tavares city,9154,4588,58886,76826,1.3069,49.0,0.9,1,1,142,25,47
0283080,Wasilla city,4183,2848,67234,85289,1.3066,25.3,6.6,0,0,2,11,24
4231656,Grove City borough,2514,1632,57169,77052,1.3066,29.2,5.8,0,0,105,115,131
5527300,Franklin city,14138,9369,106894,137704,1.3063,32.6,1.2,1,1,158,210,158
48365,Panola County,8898,5795,64894,82393,1.3063,32.6,2.3,1,1,249,226,184
48371,Pecos County,5238,3700,72750,97461,1.3058,26.9,2.5,1,1,200,248,279
21039,Carlisle County,1865,1188,62439,83640,1.3057,34.0,2.3,0,0,86,70,74
1742795,Lemont village,6412,4247,123370,162534,1.3056,33.8,0.0,0,0,-25,52,-23
48335,Mitchell County,2758,1861,60550,79225,1.3056,29.1,3.4,0,0,92,95,52
21097,Harrison County,7293,4706,66442,88754,1.3056,32.6,2.9,0,0,358,206,192
3905228,Bellevue city,3333,2245,53875,72393,1.3054,29.0,3.7,0,0,128,139,146
1623410,Eagle city,12812,8288,122894,158902,1.3053,34.4,1.0,1,1,-50,71,-12
39123,Ottawa County,18504,11138,76101,99540,1.3051,37.8,2.0,1,1,366,239,219
5326735,Gig Harbor city,5299,2876,118395,146417,1.305,44.0,1.8,0,0,-56,96,-10
3904416,Bay Village city,6142,4094,132254,173358,1.3048,33.2,0.2,1,1,22,47,10
1866852,St. John town,7844,5070,131467,176869,1.3047,35.2,0.1,1,1,8,10,30
2670960,St. Joseph city,4193,2558,84057,108711,1.3047,30.1,8.8,1,1,231,167,216
3058750,Polson city,2380,1344,53418,69578,1.3046,36.8,6.7,0,0,30,69,52
29065,Dent County,5618,3378,56312,72470,1.3045,36.7,3.2,1,1,163,127,135
3929610,Geneva city,2656,1446,53557,70270,1.3043,36.3,9.2,0,0,182,133,33
0101708,Andalusia city,3148,1951,42611,55787,1.3039,34.2,3.8,0,0,36,103,104
72091,Manatí Municipio,15510,9079,22683,29772,1.3039,40.0,1.4,1,1,-183,-86,338
51147,Prince Edward County,7641,4398,56315,72373,1.3036,31.7,10.8,1,1,133,195,240
48191,Hall County,1169,689,48459,62348,1.3036,37.0,4.0,1,1,25,44,25
46009,Bon Homme County,2418,1386,64435,84349,1.3033,36.7,6.0,0,0,79,61,40
4746240,Martin city,4265,2466,43381,56667,1.3033,17.1,25.1,0,0,-345,71,218
3980304,Wadsworth city,10489,6926,79490,101560,1.3032,30.7,3.3,1,1,515,166,158
2355225,Old Town city,3192,2095,51585,70223,1.3028,27.5,6.9,0,0,-79,38,57
54053,Mason County,10211,6225,49761,64883,1.3027,36.3,2.8,0,0,208,145,175
48503,Young County,7643,4581,68010,88920,1.3027,33.3,6.8,0,0,52,134,127
13161,Jeff Davis County,5484,3704,40283,52612,1.3026,29.7,2.8,0,0,146,224,109
31161,Sheridan County,2108,1129,60121,78432,1.3024,41.5,5.0,1,1,121,101,47
3738860,Locust city,2193,1359,76504,101508,1.3024,37.3,0.7,1,1,34,-16,21
0611446,Carpinteria city,5138,2868,100658,131405,1.3023,41.6,2.6,0,0,-179,-154,89
37189,Watauga County,21198,11369,51693,67742,1.3021,28.7,17.7,1,1,-656,-466,-187
51159,Richmond County,3177,1900,66304,90902,1.3019,38.1,2.1,1,1,66,45,45
5549300,Marinette city,5137,3357,58638,77069,1.3016,28.3,6.4,1,1,218,243,144
3944674,London city,4646,3225,60231,78337,1.3013,27.5,3.1,0,0,330,216,19
4715580,Clinton city,4355,2708,68882,88632,1.3013,35.8,2.0,1,1,39,49,88
0168160,Saraland city,6820,4165,61509,81419,1.3011,35.0,3.9,0,0,-145,128,144
3911360,Canfield city,3267,1831,97439,125829,1.3009,44.0,0.0,0,0,72,6,97
42035,Clinton County,15424,9592,60816,79123,1.3005,31.3,6.5,1,1,397,496,447
3903352,Avon city,9502,6620,135915,171889,1.3004,29.4,0.9,1,1,-4,50,-37
2744242,Morris city,2130,1236,67727,85801,1.3003,23.7,18.3,0,0,60,85,62
2144344,Lebanon city,2676,1826,45479,59277,1.3,27.7,4.0,0,0,130,163,216
01075,Lamar County,5086,3071,50000,64992,1.2998,37.3,2.3,0,0,152,233,182
4067850,Skiatook city,3376,2357,57480,75367,1.2998,25.1,5.0,1,0,99,157,58
21071,Floyd County,14700,9436,41279,54264,1.2997,32.8,3.0,1,0,-149,209,540
20051,Ellis County,12251,7315,63084,82683,1.2996,25.2,15.1,1,0,217,413,280
1875986,Tipton city,2207,1372,59828,77662,1.2995,32.3,5.5,1,0,49,157,207
22037,East Feliciana Parish,6401,3866,73085,95205,1.2995,38.4,1.2,0,0,57,47,46
54061,Monongalia County,44629,28560,65346,84913,1.2991,20.9,15.1,1,0,897,1271,806
48137,Edwards County,404,224,40313,52766,1.2989,44.3,0.2,0,0,-1,15,9
47109,McNairy County,9939,6201,53473,69912,1.2984,35.1,2.5,1,0,216,249,242
2519365,Easthampton city,7642,4782,71673,93366,1.2982,32.5,4.9,1,0,115,169,
0169120,Selma city,7974,5230,33197,41931,1.2976,28.5,5.9,0,0,-391,194,244
72051,Dorado Municipio,12768,8444,36391,46997,1.2976,33.4,0.5,0,0,180,273,244
48389,Reeves County,4224,2835,64297,81708,1.2974,24.6,8.2,1,0,38,35,32
48211,Hemphill County,1476,919,61563,82966,1.2974,34.9,2.8,0,0,51,33,-21
4866764,Seminole city,2601,1714,60390,79380,1.2974,27.3,6.8,0,0,-9,155,190
54021,Gilmer County,2254,1351,47981,61038,1.2973,36.8,3.2,0,0,95,105,101
37145,Person County,16063,10250,63300,83228,1.2972,33.4,2.8,1,0,341,247,211
5538800,Kaukauna city,7298,5169,80365,104522,1.2969,24.3,4.9,1,0,267,131,116
1712385,Champaign city,36815,22024,56118,73249,1.2968,16.7,23.5,1,0,-1941,357,443
4962470,Provo city,34022,18665,64171,83708,1.2967,13.0,32.1,1,0,584,1041,306
5556375,New Berlin city,17064,10671,101091,131250,1.2965,35.9,1.6,1,0,526,177,401
2857160,Picayune city,4544,2844,41213,53033,1.2964,35.4,2.0,0,0,-122,-52,226
0504840,Bella Vista city,13435,7576,88055,116082,1.2961,43.2,0.4,1,0,133,109,148
40119,Payne County,32609,19233,49809,64610,1.2959,22.4,18.6,1,0,-530,1103,664
1272325,Treasure Island city,3853,1958,87107,121147,1.2957,48.9,0.3,0,0,8,-25,-28
4036750,Idabel city,2437,1440,43295,56593,1.2957,34.8,6.1,0,0,3,56,51
06015,Del Norte County,9522,5822,67058,87823,1.2956,37.2,1.6,0,0,-13,82,85
1850760,Monticello city,2481,1540,52798,67177,1.2955,37.0,1.0,0,0,-83,101,71
2913600,Chesterfield city,20811,12269,133037,172806,1.2951,37.7,3.4,1,0,400,536,319
3638781,Johnstown city,3943,2296,63763,81726,1.2946,31.7,10.1,0,0,390,206,110
72117,Rincón Municipio,5849,3386,24447,31609,1.2946,41.3,0.8,0,0,78,106,127
21203,Rockcastle County,6534,4204,48862,63728,1.2945,32.5,3.2,0,0,83,92,176
38009,Bottineau County,2674,1594,85000,103307,1.2942,38.6,1.8,1,0,83,40,34
5173200,Smithfield town,3584,2593,113158,148595,1.2939,26.0,1.6,0,0,53,38,63
2767612,Waite Park city,3559,2144,59285,75860,1.2938,32.6,7.2,0,0,-98,50,167
29045,Clark County,2423,1503,51781,69202,1.2937,36.3,1.7,1,0,56,92,79
4208760,Bristol borough,4018,2642,76042,97907,1.2936,32.3,1.9,0,0,-118,-7,80
5323970,Fircrest city,2987,2128,113926,151601,1.2931,27.6,1.1,0,0,12,63,-39
20063,Gove County,1168,708,66029,84420,1.2931,35.1,4.3,1,0,20,24,18
0118976,Cullman city,8038,5323,61224,81492,1.293,29.4,4.4,1,0,222,360,371
5523300,Elkhorn city,4207,2813,77649,99744,1.2929,25.4,7.8,0,0,211,241,91
38037,Grant County,1059,593,57875,75126,1.2928,43.5,0.5,0,0,11,7,-3
3637275,Ilion village,3549,2255,62843,79587,1.2925,35.2,1.3,1,0,177,115,86
32033,White Pine County,3359,2092,72865,89762,1.2921,34.9,2.8,0,0,50,76,80
17135,Montgomery County,11319,6979,63620,82020,1.2919,34.7,3.6,1,0,265,315,226
3967356,Rittman city,2360,1713,60154,77868,1.2914,22.6,4.8,1,0,78,66,44
0640256,La Palma city,5118,3428,117989,144386,1.2911,33.0,0.0,0,0,-192,-3,45
19043,Clayton County,7509,4466,67242,86946,1.2909,35.4,5.2,1,0,202,193,155
29167,Polk County,12059,7636,59647,76916,1.2908,32.1,4.6,1,0,447,366,318
1703844,Barrington village,4297,2853,147989,191259,1.2907,33.4,0.2,0,0,35,38,11
5373290,Union Gap city,2242,1541,59651,76709,1.2905,25.3,6.0,0,0,36,131,89
08025,Crowley County,1337,859,48826,61875,1.2901,34.3,1.5,0,0,-20,7,30
20007,Barber County,1828,1045,61926,83854,1.2901,32.5,10.3,1,0,38,54,52
5529400,Glendale city,6087,3503,78092,100252,1.29,39.4,3.0,1,0,-129,109,92
1875248,Tell City city,3492,2170,52949,68160,1.29,32.3,5.5,1,0,64,146,49
31101,Keith County,4051,2217,60645,78798,1.2892,39.1,6.1,0,0,205,172,66
16035,Clearwater County,3636,2103,60000,77351,1.2892,41.3,0.8,1,0,51,97,89
26141,Presque Isle County,6655,3431,59321,76665,1.2891,43.2,5.3,1,0,43,18,15
4865660,Sansom Park city,1728,927,42257,56067,1.2891,34.7,11.6,0,0,-155,-138,34
